0,0:00:00,0:00:08,SPEAKER 1," Hi Bob, how are you doing man? My name is Shuo Chen and I'm happy to talk with you today. "
,Start,End,Speaker,Text
0,0:00:00,0:00:29,SPEAKER 1, ... 
1,0:00:29,0:00:34,SPEAKER 2," Not just a sister, I just want to have a good conversation with you "
2,0:00:34,0:00:38,SPEAKER 3," And like a human being, like a friend "
3,0:00:38,0:00:38,SPEAKER 4, Would you got any recommendation to me? 
,Start,End,Speaker,Text
0,0:00:00,0:00:19,SPEAKER 1, and also for the age um like me for the age and gender like me and do you think just what 
1,0:00:20,0:00:19,SPEAKER 2, do you have any recommendation to for me to do like if i yeah 
,Start,End,Speaker,Text
0,0:00:00,0:00:06,SPEAKER 1," Uh, yeah, I'm interested about the AI, and can you talk about it more for me? "
,Start,End,Speaker,Text
0,0:00:00,0:00:18,SPEAKER 1," Hi, I'm Shuochen, and hi Bob, how are you man? "
,Start,End,Speaker,Text
0,0:00:00,0:00:11,SPEAKER 1," How's it going, Hi Bob, how's it going? "
,Start,End,Speaker,Text
0,0:00:00,0:00:26,SPEAKER 1," Yeah, I'm quite happy today and can you give me some advice because I'm struggling for "
1,0:00:26,0:00:26,SPEAKER 2, study. 
,Start,End,Speaker,Text
0,0:00:00,0:00:10,SPEAKER 1, Thank you. 
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER 1," Hi Bob, how are you going? "
,Start,End,Speaker,Text
0,0:00:00,0:00:17,SPEAKER 1, I'm sorry. 
1,0:00:17,0:00:18,SPEAKER 2, Nothing will happen. 
2,0:00:18,0:00:18,SPEAKER 3, I just want to talk with you. 
,Start,End,Speaker,Text
0,0:00:00,0:00:08,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:02,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:04,SPEAKER 1," Hi Bob, how are you? "
,Start,End,Speaker,Text
0,0:00:00,0:00:24,SPEAKER 1, I'm good as well but just you know the semester just start next next week so 
1,0:00:24,0:00:24,SPEAKER 2, I got a bit of stress for it I don't want to study 
,Start,End,Speaker,Text
0,0:00:30,0:00:48,SPEAKER 1," Yeah, your response is very helpful and also to have any question for me. "
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER 1, . 
1,0:00:05,0:00:10,SPEAKER 2, . 
2,0:00:10,0:00:15,SPEAKER 3, . 
3,0:00:15,0:00:20,SPEAKER 4, . 
4,0:00:20,0:00:25,SPEAKER 5, . 
5,0:00:25,0:00:30,SPEAKER 6, . 
6,0:00:30,0:00:35,SPEAKER 7, . 
7,0:00:35,0:00:40,SPEAKER 8, . 
8,0:00:40,0:00:40,SPEAKER 9, . 
,Start,End,Speaker,Text
0,0:00:00,0:00:10,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:04,SPEAKER 1," Text file it doesn't clear. Yeah. Yeah. Yeah, and "
1,0:00:05,0:00:06,SPEAKER 2, Right now I don't 
2,0:00:06,0:00:06,SPEAKER 3, Hi Bob. How are you? 
,Start,End,Speaker,Text
0,0:00:00,0:00:08,SPEAKER 1," Oh, it's quite fast, but when I was home, it's uncertain. It's randomly for the process time. "
1,0:00:08,0:00:14,SPEAKER 2," Also, here is just another issue for the Llama2. "
2,0:00:14,0:00:23,SPEAKER 3," Here, for the user, it should not have any input just appear on this console, "
3,0:00:23,0:00:29,SPEAKER 4, because it can only just accept the input from my text file. 
4,0:00:29,0:00:36,SPEAKER 5," But purely in here, you see something, this kind of thing is just generated by itself. "
5,0:00:36,0:00:42,SPEAKER 6," Oh, it generates inputs from the user, even though the user didn't say anything. "
6,0:00:42,0:00:48,SPEAKER 7," Yeah, not just say anything, if this Llama2 recognizes the user, "
7,0:00:48,0:00:54,SPEAKER 8," his question or just his sentence is not clear or just complete, "
8,0:00:54,0:00:58,SPEAKER 9, it will automatically try to fill out the... 
9,0:00:58,0:00:58,SPEAKER 10," Oh, it will try to guess what you said. "
,Start,End,Speaker,Text
0,0:00:00,0:00:11,SPEAKER 1," Sometimes, but if the people have the conversation with Bob with a clear sentence, I think it works, but sometimes not. "
1,0:00:11,0:00:20,SPEAKER 2," And, yeah, as you can see, for the response right now, it needs some, yeah, it's still like generating the response. "
2,0:00:20,0:00:27,SPEAKER 3," It just takes some time to, I think it's more time, because my GPU is not fast. "
3,0:00:27,0:00:39,SPEAKER 4," And also, I think here the first issue will be like the llama will generate, will automatically fill up the sentence, just the input from the user. "
4,0:00:39,0:00:43,SPEAKER 5," And the second issue, yeah, this is the issue. "
5,0:00:43,0:00:50,SPEAKER 6," And another thing can be solved with just the efficiency about the program, the GPU things. "
6,0:00:50,0:00:53,SPEAKER 7, Like the delay. 
7,0:00:53,0:00:56,SPEAKER 8," Yeah, the delay to generate the response. "
8,0:00:56,0:00:56,SPEAKER 9, And also the delay for generating the response. 
,Start,End,Speaker,Text
0,0:00:00,0:00:09,SPEAKER 1," Hi, are you okay? Can you hear me? "
1,0:00:09,0:00:12,SPEAKER 2, It's the silence time. 
2,0:00:15,0:00:17,SPEAKER 3," Hi, what else can you... "
3,0:00:18,0:00:17,SPEAKER 4," Hello, nice to meet you. Hi. "
,Start,End,Speaker,Text
0,0:00:00,0:00:04,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER 1," Okay, hi, how are you? My name is Sean, and I'm the person who's talking with you. "
1,0:00:07,0:00:07,SPEAKER 2, Hope everything is okay. 
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:03,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:08,SPEAKER 1," I'm not just trying to convert everything, right? "
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER 1," Hi Bob, how are you mate? "
1,0:00:05,0:00:05,SPEAKER 2, I'm happy to talk with you. 
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:02,SPEAKER 1, Thank you. 
,Start,End,Speaker,Text
0,0:00:00,0:00:12,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER 1," Okay, you just start listening, and yeah. "
,Start,End,Speaker,Text
0,0:00:00,0:00:06,SPEAKER 1, yeah it just does start listening and you can generate a transcript I was 
1,0:00:06,0:00:12,SPEAKER 2, sometimes the speaker the speaker recognize it's not recognition is not 
2,0:00:12,0:00:18,SPEAKER 3, too accurate even just for me during some some testing I just personally I 
3,0:00:18,0:00:22,SPEAKER 4, just one person speak but it's just it's recognized like four people 
4,0:00:22,0:00:28,SPEAKER 5, identify like four speakers sometimes but it don't happen really just I just 
5,0:00:28,0:00:28,SPEAKER 6, keep silence and generate 
,Start,End,Speaker,Text
0,0:00:00,0:00:06,SPEAKER 1," version and different, yeah, he's transcribed, he can keep silence and generate. "
,Start,End,Speaker,Text
0,0:00:00,0:00:02,SPEAKER 1, what Bob say and 
1,0:00:04,0:00:02,SPEAKER 2, Center 
,Start,End,Speaker,Text
0,0:00:00,0:00:08,SPEAKER 1," Sorry, the window is kind of messy that's why if you can if you run it separately and you found like an "
1,0:00:08,0:00:08,SPEAKER 2, intermediate method to connect 
,Start,End,Speaker,Text
0,0:00:00,0:00:00,SPEAKER 1, Yeah. 
1,0:00:00,0:00:02,SPEAKER 2, Can you understand? 
2,0:00:02,0:00:02,SPEAKER 3, Yeah. 
,Start,End,Speaker,Text
0,0:00:00,0:00:08,SPEAKER 1, here just have some problem like it will still the problem sometimes yeah it can 
1,0:00:08,0:00:16,SPEAKER 2, be like yeah sometimes it will get messy when I'm not here but sometimes it 
2,0:00:16,0:00:22,SPEAKER 3, will happen I don't know if the reason is because the the parameter for my 
3,0:00:22,0:00:26,SPEAKER 4, laptop right now is very slow I just use the 7 billion version but they 
4,0:00:26,0:00:33,SPEAKER 5, still have the 13 billion and the I think 70 70 billion to go to upgrade to 
5,0:00:33,0:00:39,SPEAKER 6, more fancy is this one using the vision module this one is not if I use the 
6,0:00:39,0:00:46,SPEAKER 7, vision module input I tested before it can yeah just right now if I run the 
7,0:00:46,0:00:55,SPEAKER 8, vision module and okay let me show run the vision module yeah if I run it okay 
8,0:00:55,0:00:55,SPEAKER 9, you can recommend me as a white good it 
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER 1, so this one for the llama llama 2 is not use pytorch just the c++ the c++ version 
1,0:00:07,0:00:07,SPEAKER 2, while and also for the wish we show this this i think i can just 
,Start,End,Speaker,Text
0,0:00:00,0:00:12,SPEAKER 1, what yes name pie torch this torch okay it's just 2.1 the newest yeah I think 
1,0:00:12,0:00:17,SPEAKER 2, quite new version this one is a new version and whisper I think the whisper 
2,0:00:17,0:00:17,SPEAKER 3, is used I'm not sure but the whisper uses different non-pie version 
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER 1, but just the reason is like I think for the NumPy version it's 1.0 
1,0:00:05,0:00:11,SPEAKER 2, that's fine NumPy you can specify specific version and it's still 
2,0:00:11,0:00:11,SPEAKER 3, compatible 1.24 should be compatible with both 
,Start,End,Speaker,Text
0,0:00:00,0:00:04,SPEAKER 1," 1.26, 1.25, I'll just try. "
,Start,End,Speaker,Text
0,0:00:00,0:00:10,SPEAKER 1, together at first and because this one is a c++ i'm just that's why i'm talking about why this is frozen 
,Start,End,Speaker,Text
0,0:00:00,0:00:36,SPEAKER 1, Just because I think the main issue is because the llama at least I  Ideally I can combine vision and the whisper together  But here have another two things join which the first one is llama llama is the C++  Version this I only have to see C++ version the Python version is not it's not going where I  Tried before but it doesn't work very well and another thing is for the part for the paper paper paper  Pepper is using Python to end  like two different Python version another two and I know 
1,0:00:38,0:00:53,SPEAKER 2," Yes, so it's like I think in Jay's project he just have a separate environment that only  Handles the communication with the robot, you know getting data from robot  Yes, sending the sentence to the robot to speak  And then you have a separate environment for all of the YOLO and the "
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER 3," So the robot is just doing very simple tasks, you don't have to worry about that. "
1,0:00:05,0:00:10,SPEAKER 2," Yeah, the robot just records the audio and just speaks. "
2,0:00:10,0:00:13,SPEAKER 3," Yeah, record and speak, and send the images. "
3,0:00:13,0:00:28,SPEAKER 2," Yeah, and also just a fun question for Layming.  The dialog, this API only works for the Google Cloud, right? "
4,0:00:28,0:00:58,SPEAKER 1," Oh yeah, this is the dialog flow, but you don't need to use dialog flow.  This is just to show you how to run a Python script that you have the Nauchi library for making the robot say something.  You have the function that was making the robot record.  And then at the end you have the main function that specify the connection to the robot by the IP address.  But for the dialog flow part you can just totally remove that and replace it with your llama and yolo. "
5,0:00:58,0:00:58,SPEAKER 4," Yeah, I got it. "
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER 3," and the whisperer, do you have any idea, like, combine the speakers? "
1,0:00:05,0:00:06,SPEAKER 2, Visual and whisperer. 
2,0:00:06,0:00:07,SPEAKER 5, Yeah. 
3,0:00:07,0:00:22,SPEAKER 3," Because the last time, just roughly, the idea from my side is to, like, detect any,  just order the, if the person's mouth open or something else.  Because otherwise, it's kind of hard to... "
4,0:00:22,0:00:26,SPEAKER 2," Can you run those two, visual and whisper together in one file? "
5,0:00:26,0:00:27,SPEAKER 6," Yeah, yeah. "
6,0:00:27,0:00:28,SPEAKER 1," Yeah, definitely. "
7,0:00:28,0:00:45,SPEAKER 3," Because originally, the whisperer is, this one, whisperer,  is accepted by, I think, the video file.  But it's just converts the video to the video and audio section.  Yeah, and it analyzes the audio. "
8,0:00:45,0:00:51,SPEAKER 2, And the video goes to visual.  Yeah.  And the audio goes to whisper. 
9,0:00:51,0:00:52,SPEAKER 1," Yeah, yeah, yeah. "
10,0:00:52,0:00:54,SPEAKER 2," Yeah, that's how you combine it. "
11,0:00:54,0:00:55,SPEAKER 1," Ah, yeah, yeah, yeah. "
12,0:00:55,0:00:56,SPEAKER 4, Right? 
13,0:00:56,0:00:58,SPEAKER 3," Yeah, that's what I'm thinking.  And just in... "
,Start,End,Speaker,Text
0,0:00:00,0:00:12,SPEAKER 2," as a speaker. Yeah, one version.  Assuming that you are in a very quiet room  by yourself  talking with the robot  and I need that version  working first before you move on. "
1,0:00:12,0:00:18,SPEAKER 1," Yeah, got it. I think I can do it.  I'll try to do it today  and get in touch with you tomorrow. "
2,0:00:18,0:00:32,SPEAKER 2," Do you need to  access the GPU machine? I can give you  access to the GPU machine.  You can try installing the environment  on that GPU machine.  One environment for everything?  Yeah, okay. "
3,0:00:32,0:00:58,SPEAKER 1," Okay, I'm trying.  If you can, it will be good.  If you can give me that.  Okay, I think right now the step  is quite clear.  Just do the integration for these two  vision and visual at first.  And  also just another thing  like connect with  each things. Just try to reduce  the number of environments  and write a unified "
4,0:00:58,0:00:58,SPEAKER 2, Python file or something. 
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER 2," You have a way to connect the visual whisper together with the yeah, the llama should be okay. Yeah, okay "
1,0:00:09,0:00:54,SPEAKER 1," The visual model is also at the moment  We just have the human like the the ID and their age and gender  But we could also consider with your law adding in some of these general object recognition so that in the  like the the conversation then  People can also show stuff so other than like who is talking who is present at the conversation  You also get the visual context of what are people talking about as they like commenting on a specific  like painting or something  Yeah, yeah, I'm thinking last week's meeting  We also briefly talked about thinking on the like the user study site of what would be the  Interaction scenario that this conversation between the robot and a group of humans "
,Start,End,Speaker,Text
0,0:00:00,0:00:06,SPEAKER 1," Yeah, I think I need to and also Singapore this week you have to get "
1,0:00:06,0:00:11,SPEAKER 2, everything connected yeah okay so after this meeting you go with me to the the 
2,0:00:11,0:00:15,SPEAKER 3, GPU machine yeah I will set up everything for you there okay and start 
3,0:00:15,0:00:20,SPEAKER 4, integrating yeah okay thank you yeah 
4,0:00:20,0:00:20,SPEAKER 5, this meeting anything else no nothing from my side okay 
,Start,End,Speaker,Text
0,0:00:00,0:00:01,SPEAKER 1, Thank you. 
1,0:00:01,0:00:02,SPEAKER 2," Okay, thank you. "
2,0:00:02,0:00:03,SPEAKER 3, Bye. 
3,0:00:03,0:00:04,SPEAKER 4, Bye. 
4,0:00:04,0:00:04,SPEAKER 5, Okay. 
,Start,End,Speaker,Text
0,0:00:00,0:00:04,SPEAKER 1, Keep it there. We'll use it later. 
1,0:00:04,0:00:04,SPEAKER 2, Okay. 
,Start,End,Speaker,Text
0,0:00:00,0:00:08,SPEAKER 1," Hi, hi, you're the Vespa Rai and I'm just talking with you and how's everything going? "
,Start,End,Speaker,Text
0,0:00:00,0:00:10,SPEAKER 1, Thanks for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER 1," Hi, can you hear me? It's just the first train to check the directory pass. "
,Start,End,Speaker,Text
0,0:00:00,0:00:13,SPEAKER Shuo Chen," Hi, are you listening?  Oh, okay, you're listening.  And please test who is speaking, and I'm sure I'm speaking, and please recognize how many  people speaking right now. "
,Start,End,Speaker,Text
0,0:00:00,0:00:08,SPEAKER Shuo Chen," Hi man, KaiQ speaking, and I'm sure and I'm speaking right now if you're just texting. "
,Start,End,Speaker,Text
0,0:00:00,0:00:21,SPEAKER Shuo Chen," Hi, and also this speaking between, just between me, also the last sound will be like  it. "
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER Shuo Chen, Okay. 
,Start,End,Speaker,Text
0,0:00:00,0:00:15,SPEAKER Shuo Chen,"SPEAKER Shuo Chen Hi, I'm speaking and he's just testing. "
,Start,End,Speaker,Text
0,0:00:00,0:00:02,SPEAKER Shuo Chen,SPEAKER Shuo Chen Thank you for watching! 
,Start,End,Speaker,Text
0,0:00:00,0:00:12,SPEAKER Shuo Chen,SPEAKER Shuo Chen short and try to figure out how's everything going and I'm sure just try to test it. 
,Start,End,Speaker,Text
0,0:00:00,0:00:06,SPEAKER Shuo Chen,SPEAKER Shuo Chen Thank you. 
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER Shuo Chen,SPEAKER Shuo Chen I'm just trying to figure out all the things and to let you know who the speaker is and yeah 
,Start,End,Speaker,Text
0,0:00:00,0:00:04,SPEAKER Shuo Chen,"SPEAKER Shuo Chen say: ' Alright, I'm sure and I'm just speaking right now.' "
,Start,End,Speaker,Text
0,0:00:00,0:00:12,SPEAKER Shuo Chen,"SPEAKER Shuo Chen say: ' I started recording, but I just want to test if everything is correct for navigation and for recording.'     "
,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER Shuo Chen,"SPEAKER Shuo Chen say: ' Hi, hi, nice to meet you again. This is Shor, and I'm just trying to test it for you.'     "
,Start,End,Speaker,Text
0,0:00:00,0:00:02,SPEAKER Shuo Chen,SPEAKER Shuo Chen say: ' Bye!'     
,Start,End,Speaker,Text
0,0:00:00,0:00:10,SPEAKER Shuo Chen,SPEAKER Shuo Chen say: ' kind of short and try to figure out how's everything going and unsure and just try to'     SPEAKER Shuo Chen say: ' test it.'     
,Start,End,Speaker,Text
0,0:00:00,0:00:05,SPEAKER Shuo Chen,SPEAKER Shuo Chen say: ' Thank you.'     SPEAKER Shuo Chen say: ' Thank you.'     SPEAKER Shuo Chen say: ' Okay.'     SPEAKER Shuo Chen say: ' Thank you.'     SPEAKER Shuo Chen say: ' Bye.'     SPEAKER Shuo Chen say: ' Bye.'     
